Transcript stable ID	RefSeq mRNA ID
ENSCAFT00000074433	
ENSCAFT00000065968	
ENSCAFT00000065053	
ENSCAFT00000079025	
ENSCAFT00000090962	
ENSCAFT00000053967	
ENSCAFT00000071529	
ENSCAFT00000056121	
ENSCAFT00000057138	
ENSCAFT00000082052	
ENSCAFT00000029866	
ENSCAFT00000082566	
ENSCAFT00000078687	
ENSCAFT00000087779	
ENSCAFT00000033740	
ENSCAFT00000022576	
ENSCAFT00000000932	
ENSCAFT00000076658	
ENSCAFT00000064721	
ENSCAFT00000086451	
ENSCAFT00000045953	
ENSCAFT00000080362	
ENSCAFT00000088952	
ENSCAFT00000069345	
ENSCAFT00000089687	
ENSCAFT00000080925	
ENSCAFT00000092694	
ENSCAFT00000050694	
ENSCAFT00000082642	
ENSCAFT00000069640	
ENSCAFT00000028961	NM_001003075
ENSCAFT00000061907	
ENSCAFT00000057538	
ENSCAFT00000065717	
ENSCAFT00000079509	
ENSCAFT00000093903	
ENSCAFT00000060411	
ENSCAFT00000017099	
ENSCAFT00000060553	
ENSCAFT00000081729	
ENSCAFT00000022164	
ENSCAFT00000039379	
ENSCAFT00000078413	
ENSCAFT00000047726	
ENSCAFT00000039671	
ENSCAFT00000007481	
ENSCAFT00000015251	
ENSCAFT00000016043	
ENSCAFT00000070791	
ENSCAFT00000061136	
ENSCAFT00000072974	
ENSCAFT00000066403	
ENSCAFT00000083154	
ENSCAFT00000006730	
ENSCAFT00000087317	
ENSCAFT00000038128	
ENSCAFT00000089314	
ENSCAFT00000085626	
ENSCAFT00000017583	
ENSCAFT00000061889	
ENSCAFT00000075722	
ENSCAFT00000061408	
ENSCAFT00000017993	
ENSCAFT00000079295	
ENSCAFT00000047157	
ENSCAFT00000009903	
ENSCAFT00000053781	
ENSCAFT00000020300	
ENSCAFT00000079046	
ENSCAFT00000045904	
ENSCAFT00000090345	
ENSCAFT00000003512	
ENSCAFT00000080516	
ENSCAFT00000000360	
ENSCAFT00000006737	
ENSCAFT00000093318	
ENSCAFT00000074519	
ENSCAFT00000060621	
ENSCAFT00000072970	
ENSCAFT00000005227	
ENSCAFT00000008978	
ENSCAFT00000011864	
ENSCAFT00000001545	
ENSCAFT00000062828	
ENSCAFT00000027264	
ENSCAFT00000031901	
ENSCAFT00000068548	
ENSCAFT00000080308	
ENSCAFT00000011466	
ENSCAFT00000088173	
ENSCAFT00000023426	
ENSCAFT00000077667	
ENSCAFT00000001815	
ENSCAFT00000089946	
ENSCAFT00000082025	
ENSCAFT00000076478	
ENSCAFT00000005464	
ENSCAFT00000091643	
ENSCAFT00000000197	
ENSCAFT00000000586	
ENSCAFT00000049000	
ENSCAFT00000045899	
ENSCAFT00000022119	
ENSCAFT00000044481	
ENSCAFT00000015800	
ENSCAFT00000027512	
ENSCAFT00000003092	
ENSCAFT00000089254	
ENSCAFT00000048540	
ENSCAFT00000006114	
ENSCAFT00000013850	
ENSCAFT00000024849	
ENSCAFT00000040178	
ENSCAFT00000081127	
ENSCAFT00000069619	
ENSCAFT00000079225	
ENSCAFT00000013006	
ENSCAFT00000077255	
ENSCAFT00000048069	
ENSCAFT00000088023	
ENSCAFT00000076577	
ENSCAFT00000029596	
ENSCAFT00000078811	
ENSCAFT00000060054	
ENSCAFT00000093078	
ENSCAFT00000066774	
ENSCAFT00000071775	
ENSCAFT00000083544	
ENSCAFT00000019023	
ENSCAFT00000022083	
ENSCAFT00000056184	
ENSCAFT00000080960	
ENSCAFT00000071703	
ENSCAFT00000074466	
ENSCAFT00000081616	
ENSCAFT00000076251	
ENSCAFT00000088291	
ENSCAFT00000078399	
ENSCAFT00000042173	
ENSCAFT00000000570	
ENSCAFT00000043793	
ENSCAFT00000086830	
ENSCAFT00000009714	
ENSCAFT00000058662	
ENSCAFT00000046505	
ENSCAFT00000053843	
ENSCAFT00000090649	
ENSCAFT00000076413	
ENSCAFT00000083809	
ENSCAFT00000029868	
ENSCAFT00000060954	
ENSCAFT00000076881	
ENSCAFT00000072726	
ENSCAFT00000005046	
ENSCAFT00000069819	
ENSCAFT00000049402	
ENSCAFT00000045445	
ENSCAFT00000083630	
ENSCAFT00000069486	
ENSCAFT00000046510	
ENSCAFT00000076167	
ENSCAFT00000070054	
ENSCAFT00000081741	
ENSCAFT00000084213	
ENSCAFT00000066408	
ENSCAFT00000078664	
ENSCAFT00000071518	
ENSCAFT00000089215	
ENSCAFT00000070998	
ENSCAFT00000031167	NM_001204219
ENSCAFT00000080252	
ENSCAFT00000054093	
ENSCAFT00000066268	
ENSCAFT00000060246	
ENSCAFT00000066315	
ENSCAFT00000001959	
ENSCAFT00000065428	
ENSCAFT00000081194	
ENSCAFT00000072091	
ENSCAFT00000074527	
ENSCAFT00000086545	
ENSCAFT00000045782	
ENSCAFT00000064122	
ENSCAFT00000006136	
ENSCAFT00000003010	
ENSCAFT00000069218	
ENSCAFT00000085767	
ENSCAFT00000043643	
ENSCAFT00000022676	
ENSCAFT00000000590	
ENSCAFT00000083010	
ENSCAFT00000046116	
ENSCAFT00000082509	
ENSCAFT00000026070	
ENSCAFT00000071274	
ENSCAFT00000023431	
ENSCAFT00000086190	
ENSCAFT00000086782	
ENSCAFT00000070460	NM_001287023
ENSCAFT00000084330	
ENSCAFT00000024821	NM_001003192
ENSCAFT00000001546	
ENSCAFT00000062990	
ENSCAFT00000014192	
ENSCAFT00000060848	
ENSCAFT00000072859	
ENSCAFT00000015201	
ENSCAFT00000083989	
ENSCAFT00000061645	
ENSCAFT00000056660	
ENSCAFT00000074553	
ENSCAFT00000092541	
ENSCAFT00000014653	
ENSCAFT00000091599	
ENSCAFT00000066896	
ENSCAFT00000078946	
ENSCAFT00000047758	
ENSCAFT00000074105	
ENSCAFT00000087810	
ENSCAFT00000063768	
ENSCAFT00000017106	
ENSCAFT00000077886	
ENSCAFT00000088597	
ENSCAFT00000059881	
ENSCAFT00000073640	
ENSCAFT00000080552	
ENSCAFT00000066646	
ENSCAFT00000031289	
ENSCAFT00000069047	
ENSCAFT00000046245	
ENSCAFT00000044141	
ENSCAFT00000023776	NM_001003060
ENSCAFT00000015844	
ENSCAFT00000085074	
ENSCAFT00000006169	
ENSCAFT00000091876	
ENSCAFT00000084703	
ENSCAFT00000071653	
ENSCAFT00000072840	
ENSCAFT00000046823	
ENSCAFT00000071032	
ENSCAFT00000017390	
ENSCAFT00000002839	
ENSCAFT00000000567	
ENSCAFT00000029594	
ENSCAFT00000004444	
ENSCAFT00000045585	
ENSCAFT00000049737	
ENSCAFT00000029058	
ENSCAFT00000087007	
ENSCAFT00000083637	
ENSCAFT00000080311	
ENSCAFT00000006090	
ENSCAFT00000062849	
ENSCAFT00000034879	
ENSCAFT00000040589	
ENSCAFT00000086908	
ENSCAFT00000003341	
ENSCAFT00000032120	
ENSCAFT00000044678	
ENSCAFT00000065138	
ENSCAFT00000016972	
ENSCAFT00000078688	
ENSCAFT00000068755	
ENSCAFT00000084732	
ENSCAFT00000083610	
ENSCAFT00000037590	
ENSCAFT00000006754	
ENSCAFT00000030273	
ENSCAFT00000080964	
ENSCAFT00000062340	
ENSCAFT00000006742	
ENSCAFT00000005482	
ENSCAFT00000012105	
ENSCAFT00000025255	
ENSCAFT00000079500	
ENSCAFT00000059937	
ENSCAFT00000038123	
ENSCAFT00000077736	
ENSCAFT00000091668	
ENSCAFT00000088313	
ENSCAFT00000004346	
ENSCAFT00000079232	
ENSCAFT00000058519	
ENSCAFT00000072396	
ENSCAFT00000086080	
ENSCAFT00000067963	
ENSCAFT00000088069	
ENSCAFT00000078358	
ENSCAFT00000085376	
ENSCAFT00000003460	
ENSCAFT00000072037	
ENSCAFT00000080473	
ENSCAFT00000072071	
ENSCAFT00000081773	
ENSCAFT00000005045	
ENSCAFT00000066890	
ENSCAFT00000071494	
ENSCAFT00000085431	
ENSCAFT00000068837	
ENSCAFT00000065494	
ENSCAFT00000062709	
ENSCAFT00000077862	
ENSCAFT00000017765	
ENSCAFT00000019899	
ENSCAFT00000004867	
ENSCAFT00000091335	
ENSCAFT00000007713	
ENSCAFT00000080794	
ENSCAFT00000003087	
ENSCAFT00000040484	
ENSCAFT00000031288	
ENSCAFT00000077898	
ENSCAFT00000016045	
ENSCAFT00000003879	
ENSCAFT00000065731	
ENSCAFT00000071005	
ENSCAFT00000018571	
ENSCAFT00000035720	
ENSCAFT00000086568	
ENSCAFT00000078982	
ENSCAFT00000037601	
ENSCAFT00000082433	
ENSCAFT00000044476	
ENSCAFT00000046409	
ENSCAFT00000003611	
ENSCAFT00000057437	
ENSCAFT00000072352	
ENSCAFT00000088759	
ENSCAFT00000009911	
ENSCAFT00000078502	
ENSCAFT00000023001	
ENSCAFT00000058363	
ENSCAFT00000026633	
ENSCAFT00000085258	
ENSCAFT00000078881	
ENSCAFT00000077889	
ENSCAFT00000011743	NM_001003227
ENSCAFT00000080389	
ENSCAFT00000082926	
ENSCAFT00000086264	
ENSCAFT00000014471	
ENSCAFT00000036013	
ENSCAFT00000075966	
ENSCAFT00000090060	
ENSCAFT00000066552	
ENSCAFT00000080655	
ENSCAFT00000049667	
ENSCAFT00000061575	
ENSCAFT00000070162	
ENSCAFT00000047025	
ENSCAFT00000047397	
ENSCAFT00000028730	
ENSCAFT00000030282	
ENSCAFT00000046295	
ENSCAFT00000093835	
ENSCAFT00000075138	
ENSCAFT00000092049	
ENSCAFT00000037159	
ENSCAFT00000082880	
ENSCAFT00000014432	
ENSCAFT00000013860	
ENSCAFT00000026481	NM_001284437
ENSCAFT00000027911	
ENSCAFT00000063901	
ENSCAFT00000064469	
ENSCAFT00000074316	
ENSCAFT00000047346	
ENSCAFT00000009272	
ENSCAFT00000000592	
ENSCAFT00000088846	
ENSCAFT00000015275	
ENSCAFT00000077447	
ENSCAFT00000047857	
ENSCAFT00000010907	
ENSCAFT00000089290	
ENSCAFT00000003344	
ENSCAFT00000070619	
ENSCAFT00000024338	
ENSCAFT00000022092	
ENSCAFT00000075996	
ENSCAFT00000015871	
ENSCAFT00000074315	
ENSCAFT00000004132	
ENSCAFT00000083769	
ENSCAFT00000070477	
ENSCAFT00000084638	
ENSCAFT00000073373	
ENSCAFT00000047273	
ENSCAFT00000033113	
ENSCAFT00000047476	
ENSCAFT00000088322	
ENSCAFT00000004394	
ENSCAFT00000059763	
ENSCAFT00000031182	
ENSCAFT00000066504	
ENSCAFT00000022133	
ENSCAFT00000073221	
ENSCAFT00000046436	
ENSCAFT00000089230	
ENSCAFT00000018835	
ENSCAFT00000078691	
ENSCAFT00000087532	
ENSCAFT00000093836	
ENSCAFT00000073612	
ENSCAFT00000091441	
ENSCAFT00000047830	
ENSCAFT00000079199	
ENSCAFT00000080735	
ENSCAFT00000059562	
ENSCAFT00000086814	
ENSCAFT00000083929	
ENSCAFT00000019415	
ENSCAFT00000057111	
ENSCAFT00000075827	
ENSCAFT00000067995	
ENSCAFT00000081784	
ENSCAFT00000078672	
ENSCAFT00000062696	
ENSCAFT00000001964	
ENSCAFT00000068204	
ENSCAFT00000082355	
ENSCAFT00000092907	
ENSCAFT00000073322	
ENSCAFT00000052018	
ENSCAFT00000090916	
ENSCAFT00000059916	
ENSCAFT00000090024	
ENSCAFT00000063046	
ENSCAFT00000088212	
ENSCAFT00000042260	
ENSCAFT00000069657	
ENSCAFT00000039466	
ENSCAFT00000086418	
ENSCAFT00000000694	
ENSCAFT00000022844	
ENSCAFT00000082176	
ENSCAFT00000065421	
ENSCAFT00000063100	
ENSCAFT00000008949	
ENSCAFT00000071353	
ENSCAFT00000058169	
ENSCAFT00000077096	
ENSCAFT00000017117	
ENSCAFT00000044068	
ENSCAFT00000041309	
ENSCAFT00000039150	
ENSCAFT00000061536	
ENSCAFT00000027286	
ENSCAFT00000078960	
ENSCAFT00000044987	
ENSCAFT00000064294	
ENSCAFT00000027439	NM_001284443
ENSCAFT00000072529	
ENSCAFT00000002258	NM_001146177
ENSCAFT00000087931	
ENSCAFT00000027478	
ENSCAFT00000069753	
ENSCAFT00000082012	
ENSCAFT00000067939	
ENSCAFT00000075781	
ENSCAFT00000047432	
ENSCAFT00000003351	
ENSCAFT00000050040	
ENSCAFT00000023129	
ENSCAFT00000043687	
ENSCAFT00000073475	
ENSCAFT00000068267	
ENSCAFT00000062140	
ENSCAFT00000045814	
ENSCAFT00000069684	
ENSCAFT00000041866	
ENSCAFT00000080185	
ENSCAFT00000068901	
ENSCAFT00000032126	
ENSCAFT00000091923	
ENSCAFT00000092407	
ENSCAFT00000026256	
ENSCAFT00000090482	
ENSCAFT00000042035	
ENSCAFT00000046045	
ENSCAFT00000085053	
ENSCAFT00000064062	
ENSCAFT00000033161	
ENSCAFT00000040464	
ENSCAFT00000069107	
ENSCAFT00000080758	
ENSCAFT00000088195	
ENSCAFT00000074053	
ENSCAFT00000077214	
ENSCAFT00000023144	
ENSCAFT00000092051	
ENSCAFT00000083743	
ENSCAFT00000053015	
ENSCAFT00000090369	
ENSCAFT00000062008	
ENSCAFT00000071631	
ENSCAFT00000081509	
ENSCAFT00000026715	
ENSCAFT00000079718	
ENSCAFT00000019024	
ENSCAFT00000086256	
ENSCAFT00000021324	NM_001002986
ENSCAFT00000012109	
ENSCAFT00000009914	
ENSCAFT00000090489	
ENSCAFT00000068294	
ENSCAFT00000082158	
ENSCAFT00000066452	
ENSCAFT00000009729	
ENSCAFT00000023542	
ENSCAFT00000003885	
ENSCAFT00000088267	
ENSCAFT00000033705	
ENSCAFT00000090188	
ENSCAFT00000062079	
ENSCAFT00000073860	
ENSCAFT00000085654	
ENSCAFT00000040709	
ENSCAFT00000040970	
ENSCAFT00000053346	
ENSCAFT00000078832	
ENSCAFT00000032130	
ENSCAFT00000087095	
ENSCAFT00000058901	
ENSCAFT00000062922	
ENSCAFT00000088274	
ENSCAFT00000070097	
ENSCAFT00000091792	
ENSCAFT00000064485	
ENSCAFT00000000198	
ENSCAFT00000091094	
ENSCAFT00000089198	
ENSCAFT00000066719	
ENSCAFT00000003619	
ENSCAFT00000084592	
ENSCAFT00000091090	
ENSCAFT00000072329	
ENSCAFT00000088645	
ENSCAFT00000066145	
ENSCAFT00000092775	
ENSCAFT00000069771	
ENSCAFT00000052361	
ENSCAFT00000068112	
ENSCAFT00000068043	
ENSCAFT00000071060	
ENSCAFT00000087155	
ENSCAFT00000050083	
ENSCAFT00000080368	
ENSCAFT00000066186	
ENSCAFT00000082261	
ENSCAFT00000076714	
ENSCAFT00000073054	
ENSCAFT00000015149	
ENSCAFT00000022163	
ENSCAFT00000034675	
ENSCAFT00000040383	
ENSCAFT00000049090	
ENSCAFT00000089458	
ENSCAFT00000092563	
ENSCAFT00000065466	
ENSCAFT00000087440	
ENSCAFT00000089075	
ENSCAFT00000044804	
ENSCAFT00000023457	
ENSCAFT00000079691	
ENSCAFT00000019926	
ENSCAFT00000064381	
ENSCAFT00000015848	
ENSCAFT00000049099	
ENSCAFT00000015909	
ENSCAFT00000049587	
ENSCAFT00000056473	
ENSCAFT00000064085	
ENSCAFT00000023142	
ENSCAFT00000070841	
ENSCAFT00000078263	
ENSCAFT00000000607	
ENSCAFT00000007834	
ENSCAFT00000087385	
ENSCAFT00000048543	
ENSCAFT00000067174	
ENSCAFT00000037364	
ENSCAFT00000080418	
ENSCAFT00000006174	NM_001190429
ENSCAFT00000078498	
ENSCAFT00000003170	
ENSCAFT00000038874	
ENSCAFT00000026568	
ENSCAFT00000013208	
ENSCAFT00000009785	
ENSCAFT00000037064	NM_001003162
ENSCAFT00000022196	
ENSCAFT00000039388	
ENSCAFT00000089934	
ENSCAFT00000046179	
ENSCAFT00000009250	
ENSCAFT00000035429	
ENSCAFT00000087426	
ENSCAFT00000092434	
ENSCAFT00000080700	
ENSCAFT00000033647	
ENSCAFT00000081044	
ENSCAFT00000067121	
ENSCAFT00000084044	
ENSCAFT00000070136	
ENSCAFT00000005568	
ENSCAFT00000000871	
ENSCAFT00000079587	
ENSCAFT00000089647	
ENSCAFT00000036795	
ENSCAFT00000070370	
ENSCAFT00000088819	
ENSCAFT00000031615	
ENSCAFT00000044781	
ENSCAFT00000089543	
ENSCAFT00000064693	
ENSCAFT00000069595	
ENSCAFT00000006148	
ENSCAFT00000080188	
ENSCAFT00000063933	
ENSCAFT00000069220	
ENSCAFT00000087097	
ENSCAFT00000069002	
ENSCAFT00000023471	
ENSCAFT00000062447	
ENSCAFT00000087310	
ENSCAFT00000036576	
ENSCAFT00000015862	
ENSCAFT00000083650	
ENSCAFT00000077292	
ENSCAFT00000014488	
ENSCAFT00000049221	
ENSCAFT00000081374	
ENSCAFT00000047494	
ENSCAFT00000074585	
ENSCAFT00000000680	NM_001286958
ENSCAFT00000000562	
ENSCAFT00000062707	
ENSCAFT00000027525	
ENSCAFT00000073034	
ENSCAFT00000083489	
ENSCAFT00000006800	
ENSCAFT00000062677	
ENSCAFT00000058705	
ENSCAFT00000008934	
ENSCAFT00000061385	
ENSCAFT00000091143	
ENSCAFT00000093464	
ENSCAFT00000088871	
ENSCAFT00000085774	
ENSCAFT00000073456	
ENSCAFT00000063658	
ENSCAFT00000064785	
ENSCAFT00000082638	
ENSCAFT00000018859	
ENSCAFT00000018984	
ENSCAFT00000080404	
ENSCAFT00000059699	
ENSCAFT00000078598	
ENSCAFT00000071177	
ENSCAFT00000080619	
ENSCAFT00000082548	
ENSCAFT00000048435	
ENSCAFT00000060562	
ENSCAFT00000076535	
ENSCAFT00000060541	
ENSCAFT00000027071	
ENSCAFT00000079442	
ENSCAFT00000089044	
ENSCAFT00000049774	
ENSCAFT00000092922	
ENSCAFT00000091673	
ENSCAFT00000081719	
ENSCAFT00000076205	
ENSCAFT00000073967	
ENSCAFT00000071598	
ENSCAFT00000061891	
ENSCAFT00000073470	
ENSCAFT00000088534	
ENSCAFT00000027288	
ENSCAFT00000047616	
ENSCAFT00000055641	
ENSCAFT00000003625	
ENSCAFT00000042056	
ENSCAFT00000064913	
ENSCAFT00000070354	
ENSCAFT00000048459	
ENSCAFT00000012115	
ENSCAFT00000083442	
ENSCAFT00000067624	
ENSCAFT00000021112	
ENSCAFT00000069573	
ENSCAFT00000060131	
ENSCAFT00000051477	
ENSCAFT00000054653	
ENSCAFT00000034715	
ENSCAFT00000034121	
ENSCAFT00000062633	
ENSCAFT00000077895	
ENSCAFT00000059783	
ENSCAFT00000064301	
ENSCAFT00000086843	
ENSCAFT00000062051	
ENSCAFT00000084479	
ENSCAFT00000065558	
ENSCAFT00000021789	
ENSCAFT00000084117	
ENSCAFT00000072142	
ENSCAFT00000057185	
ENSCAFT00000051780	
ENSCAFT00000087170	
ENSCAFT00000020122	
ENSCAFT00000064912	
ENSCAFT00000077860	
ENSCAFT00000064055	
ENSCAFT00000093263	
ENSCAFT00000070651	
ENSCAFT00000044628	
ENSCAFT00000009742	
ENSCAFT00000089360	
ENSCAFT00000043978	
ENSCAFT00000026903	
ENSCAFT00000060440	
ENSCAFT00000059980	NM_001003081
ENSCAFT00000075937	
ENSCAFT00000007328	
ENSCAFT00000070644	
ENSCAFT00000074281	
ENSCAFT00000043401	
ENSCAFT00000000553	
ENSCAFT00000087218	
ENSCAFT00000084844	
ENSCAFT00000064730	
ENSCAFT00000070588	
ENSCAFT00000093215	
ENSCAFT00000059675	
ENSCAFT00000073422	
ENSCAFT00000090961	
ENSCAFT00000074575	
ENSCAFT00000071132	
ENSCAFT00000044331	
ENSCAFT00000069794	
ENSCAFT00000019171	
ENSCAFT00000003093	NM_001003968
ENSCAFT00000069120	
ENSCAFT00000004448	NM_001003121
ENSCAFT00000045740	
ENSCAFT00000046791	
ENSCAFT00000030201	
ENSCAFT00000017614	
ENSCAFT00000015209	
ENSCAFT00000030985	
ENSCAFT00000039578	
ENSCAFT00000064019	
ENSCAFT00000049813	
ENSCAFT00000070511	
ENSCAFT00000031186	
ENSCAFT00000003175	
ENSCAFT00000011475	
ENSCAFT00000010980	
ENSCAFT00000087539	
ENSCAFT00000043290	
ENSCAFT00000087374	
ENSCAFT00000059684	
ENSCAFT00000093782	
ENSCAFT00000071196	
ENSCAFT00000026381	NM_001003053
ENSCAFT00000081816	
ENSCAFT00000037453	
ENSCAFT00000003472	
ENSCAFT00000073365	
ENSCAFT00000067398	
ENSCAFT00000073083	
ENSCAFT00000011181	
ENSCAFT00000022190	
ENSCAFT00000041956	
ENSCAFT00000075708	
ENSCAFT00000089665	
ENSCAFT00000084587	
ENSCAFT00000059746	
ENSCAFT00000061248	
ENSCAFT00000069398	
ENSCAFT00000006175	
ENSCAFT00000049029	
ENSCAFT00000093575	
ENSCAFT00000069466	
ENSCAFT00000078815	
ENSCAFT00000060026	
ENSCAFT00000047933	
ENSCAFT00000073189	
ENSCAFT00000029471	
ENSCAFT00000048480	
ENSCAFT00000063916	
ENSCAFT00000071924	
ENSCAFT00000082912	
ENSCAFT00000077583	
ENSCAFT00000084664	
ENSCAFT00000004450	
ENSCAFT00000084976	
ENSCAFT00000082345	
ENSCAFT00000043017	
ENSCAFT00000045348	
ENSCAFT00000060370	
ENSCAFT00000063752	
ENSCAFT00000027530	
ENSCAFT00000069310	
ENSCAFT00000081292	
ENSCAFT00000062826	
ENSCAFT00000053071	
ENSCAFT00000009261	
ENSCAFT00000031193	
ENSCAFT00000052903	
ENSCAFT00000031637	
ENSCAFT00000043520	
ENSCAFT00000092764	
ENSCAFT00000044771	
ENSCAFT00000045903	
ENSCAFT00000087428	
ENSCAFT00000058613	
ENSCAFT00000079102	
ENSCAFT00000093337	
ENSCAFT00000074790	
ENSCAFT00000078152	
ENSCAFT00000085922	
ENSCAFT00000090246	
ENSCAFT00000084998	
ENSCAFT00000019968	
ENSCAFT00000029156	
ENSCAFT00000047629	
ENSCAFT00000030284	
ENSCAFT00000083755	
ENSCAFT00000081011	
ENSCAFT00000064746	
ENSCAFT00000087165	
ENSCAFT00000078293	
ENSCAFT00000093358	
ENSCAFT00000006596	
ENSCAFT00000049642	
ENSCAFT00000007408	
ENSCAFT00000068145	
ENSCAFT00000011216	
ENSCAFT00000091024	
ENSCAFT00000049545	
ENSCAFT00000062756	
ENSCAFT00000088496	
ENSCAFT00000082773	
ENSCAFT00000037638	
ENSCAFT00000076248	
ENSCAFT00000068507	
ENSCAFT00000093239	
ENSCAFT00000079274	
ENSCAFT00000091597	
ENSCAFT00000089131	
ENSCAFT00000075162	
ENSCAFT00000074719	
ENSCAFT00000016699	
ENSCAFT00000050144	
ENSCAFT00000069938	
ENSCAFT00000060939	
ENSCAFT00000072799	
ENSCAFT00000070373	
ENSCAFT00000060743	
ENSCAFT00000033494	
ENSCAFT00000086709	
ENSCAFT00000027457	
ENSCAFT00000044857	
ENSCAFT00000081086	
ENSCAFT00000086135	
ENSCAFT00000083104	
ENSCAFT00000014487	NM_001003149
ENSCAFT00000089113	
ENSCAFT00000029137	
ENSCAFT00000010734	
ENSCAFT00000025250	
ENSCAFT00000073151	
ENSCAFT00000065248	
ENSCAFT00000083366	
ENSCAFT00000034029	
ENSCAFT00000077032	
ENSCAFT00000073008	
ENSCAFT00000086873	
ENSCAFT00000031520	
ENSCAFT00000037101	
ENSCAFT00000076033	
ENSCAFT00000004466	
ENSCAFT00000035995	
ENSCAFT00000027538	
ENSCAFT00000046416	
ENSCAFT00000074021	
ENSCAFT00000070437	
ENSCAFT00000044816	
ENSCAFT00000050547	
ENSCAFT00000024834	NM_001003209
ENSCAFT00000080640	
ENSCAFT00000062549	
ENSCAFT00000056670	
ENSCAFT00000026596	
ENSCAFT00000037347	
ENSCAFT00000069350	
ENSCAFT00000007472	
ENSCAFT00000075971	
ENSCAFT00000024979	
ENSCAFT00000011487	
ENSCAFT00000036376	
ENSCAFT00000091593	
ENSCAFT00000073774	
ENSCAFT00000048790	
ENSCAFT00000029089	
ENSCAFT00000073796	
ENSCAFT00000006603	
ENSCAFT00000080684	
ENSCAFT00000046080	
ENSCAFT00000026866	
ENSCAFT00000046426	
ENSCAFT00000075177	
ENSCAFT00000066990	
ENSCAFT00000047639	
ENSCAFT00000036401	
ENSCAFT00000009736	
ENSCAFT00000006177	NM_001003294
ENSCAFT00000015905	
ENSCAFT00000003894	
ENSCAFT00000006198	
ENSCAFT00000081373	NM_001007126
ENSCAFT00000031299	
ENSCAFT00000087917	
ENSCAFT00000019973	
ENSCAFT00000048558	
ENSCAFT00000073237	
ENSCAFT00000071960	
ENSCAFT00000041944	
ENSCAFT00000080275	
ENSCAFT00000066373	
ENSCAFT00000086957	
ENSCAFT00000017130	
ENSCAFT00000093815	
ENSCAFT00000079894	
ENSCAFT00000064038	
ENSCAFT00000004476	
ENSCAFT00000003495	
ENSCAFT00000075941	
ENSCAFT00000045967	
ENSCAFT00000052476	
ENSCAFT00000045500	
ENSCAFT00000073874	
ENSCAFT00000085672	
ENSCAFT00000030986	
ENSCAFT00000088743	
ENSCAFT00000074493	
ENSCAFT00000029473	
ENSCAFT00000047626	
ENSCAFT00000021769	
ENSCAFT00000065352	
ENSCAFT00000003094	
ENSCAFT00000075191	
ENSCAFT00000034129	
ENSCAFT00000025270	
ENSCAFT00000088594	
ENSCAFT00000017133	
ENSCAFT00000006700	
ENSCAFT00000061195	
ENSCAFT00000092682	
ENSCAFT00000071066	
ENSCAFT00000090921	
ENSCAFT00000068183	
ENSCAFT00000089056	
ENSCAFT00000072134	
ENSCAFT00000086026	
ENSCAFT00000006689	
ENSCAFT00000066978	
ENSCAFT00000042829	
ENSCAFT00000087523	
ENSCAFT00000019701	
ENSCAFT00000082443	
ENSCAFT00000043233	
ENSCAFT00000089135	
ENSCAFT00000078650	
ENSCAFT00000029165	NM_001197087
ENSCAFT00000009739	
ENSCAFT00000060834	
ENSCAFT00000073648	
ENSCAFT00000081476	
ENSCAFT00000071915	
ENSCAFT00000083868	
ENSCAFT00000074294	
ENSCAFT00000046774	
ENSCAFT00000043353	
ENSCAFT00000087644	NM_001005256
ENSCAFT00000060862	
ENSCAFT00000015219	
ENSCAFT00000025254	NM_001253741
ENSCAFT00000081813	
ENSCAFT00000088483	
ENSCAFT00000044612	
ENSCAFT00000007718	
ENSCAFT00000043006	
ENSCAFT00000090352	
ENSCAFT00000075947	
ENSCAFT00000084099	
ENSCAFT00000043191	
ENSCAFT00000068194	
ENSCAFT00000021374	
ENSCAFT00000062081	
ENSCAFT00000082440	
ENSCAFT00000000552	
ENSCAFT00000046512	
ENSCAFT00000086934	
ENSCAFT00000069070	
ENSCAFT00000043917	
ENSCAFT00000061924	
ENSCAFT00000073459	
ENSCAFT00000076381	
ENSCAFT00000042700	
ENSCAFT00000083170	
ENSCAFT00000024348	
ENSCAFT00000067887	
ENSCAFT00000061623	
ENSCAFT00000085915	
ENSCAFT00000089321	
ENSCAFT00000070577	
ENSCAFT00000014504	NM_001003150
ENSCAFT00000088217	
ENSCAFT00000082442	
ENSCAFT00000001559	
ENSCAFT00000076019	
ENSCAFT00000067147	
ENSCAFT00000061436	
ENSCAFT00000082061	
ENSCAFT00000050164	
ENSCAFT00000054885	
ENSCAFT00000026281	
ENSCAFT00000046280	
ENSCAFT00000014523	
ENSCAFT00000076811	
ENSCAFT00000093162	
ENSCAFT00000067984	
ENSCAFT00000083706	
ENSCAFT00000091480	
ENSCAFT00000043378	
ENSCAFT00000042942	
ENSCAFT00000078956	
ENSCAFT00000078614	
ENSCAFT00000083468	
ENSCAFT00000006810	
ENSCAFT00000089631	
ENSCAFT00000069291	
ENSCAFT00000048159	
ENSCAFT00000087650	
ENSCAFT00000091045	
ENSCAFT00000068498	
ENSCAFT00000080598	
ENSCAFT00000032659	
ENSCAFT00000082962	
ENSCAFT00000002530	
ENSCAFT00000045239	
ENSCAFT00000013989	NM_001048106
ENSCAFT00000006203	
ENSCAFT00000047134	
ENSCAFT00000079051	
ENSCAFT00000043805	
ENSCAFT00000049717	
ENSCAFT00000064459	
