enst_id	ensp_id	ensembl_protein_length	ccds_id	biomart_uniprot_id	uniprot_id_with_isoform	is_matched	final_uniprot_id
ENSCAFT00000065082	ENSCAFP00000044550	950.0				True	
ENSCAFT00000065082	ENSCAFP00000044550	950.0	CCDS10569			True	
ENSCAFT00000065083						True	
ENSCAFT00000065084						True	
ENSCAFT00000065085						True	
ENSCAFT00000065085			CCDS46562			True	
ENSCAFT00000065086	ENSCAFP00000053093	405.0	CCDS86423			True	
ENSCAFT00000065086	ENSCAFP00000053093	405.0	CCDS86424			True	
ENSCAFT00000065086	ENSCAFP00000053093	405.0	CCDS9904			True	
ENSCAFT00000065086	ENSCAFP00000053093	405.0				True	
ENSCAFT00000065087	ENSCAFP00000052158	422.0	CCDS31170			True	
ENSCAFT00000065087	ENSCAFP00000052158	422.0	CCDS73078			True	
ENSCAFT00000065087	ENSCAFP00000052158	422.0	CCDS53500			True	
ENSCAFT00000065087	ENSCAFP00000052158	422.0	CCDS7150			True	
ENSCAFT00000065087	ENSCAFP00000052158	422.0	CCDS53499			True	
ENSCAFT00000065087	ENSCAFP00000052158	422.0	CCDS53498			True	
ENSCAFT00000065087	ENSCAFP00000052158	422.0	CCDS73077			True	
ENSCAFT00000065087	ENSCAFP00000052158	422.0	CCDS31171			True	
ENSCAFT00000065087	ENSCAFP00000052158	422.0	CCDS53497			True	
ENSCAFT00000065087	ENSCAFP00000052158	422.0				True	
ENSCAFT00000065087	ENSCAFP00000052158	422.0	CCDS31169			True	
ENSCAFT00000065087	ENSCAFP00000052158	422.0	CCDS53501			True	
ENSCAFT00000065088						True	
ENSCAFT00000065089						True	
ENSCAFT00000065090						True	
ENSCAFT00000065091			CCDS43699			True	
ENSCAFT00000065091			CCDS43696			True	
ENSCAFT00000065092						True	
ENSCAFT00000065092			CCDS12809			True	
ENSCAFT00000065093	ENSCAFP00000052369	142.0				True	
ENSCAFT00000065094						True	
ENSCAFT00000065095						True	
ENSCAFT00000065096	ENSCAFP00000057656	1322.0	CCDS10349			True	
ENSCAFT00000065096	ENSCAFP00000057656	1322.0				True	
ENSCAFT00000065096	ENSCAFP00000057656	1322.0	CCDS45346			True	
ENSCAFT00000065097	ENSCAFP00000065519	388.0				True	
ENSCAFT00000065098						True	
ENSCAFT00000065099	ENSCAFP00000060632	575.0	CCDS14382			True	
ENSCAFT00000065099	ENSCAFP00000060632	575.0				True	
ENSCAFT00000065100						True	
ENSCAFT00000065100			CCDS9782			True	
ENSCAFT00000065101	ENSCAFP00000064411	191.0	CCDS31995			True	
ENSCAFT00000065101	ENSCAFP00000064411	191.0	CCDS73588			True	
ENSCAFT00000065101	ENSCAFP00000064411	191.0	CCDS55901			True	
ENSCAFT00000065101	ENSCAFP00000064411	191.0				True	
ENSCAFT00000065101	ENSCAFP00000064411	191.0	CCDS9460			True	
ENSCAFT00000065101	ENSCAFP00000064411	191.0	CCDS73589			True	
ENSCAFT00000065102						True	
ENSCAFT00000065103	ENSCAFP00000061976	1031.0	CCDS7178			True	
ENSCAFT00000065103	ENSCAFP00000061976	1031.0	CCDS53515			True	
ENSCAFT00000065103	ENSCAFP00000061976	1031.0	CCDS53516			True	
ENSCAFT00000065103	ENSCAFP00000061976	1031.0				True	
ENSCAFT00000065103	ENSCAFP00000061976	1031.0	CCDS53511			True	
ENSCAFT00000065103	ENSCAFP00000061976	1031.0	CCDS53510			True	
ENSCAFT00000065103	ENSCAFP00000061976	1031.0	CCDS53512			True	
ENSCAFT00000065103	ENSCAFP00000061976	1031.0	CCDS53513			True	
ENSCAFT00000065103	ENSCAFP00000061976	1031.0	CCDS53509			True	
ENSCAFT00000065103	ENSCAFP00000061976	1031.0	CCDS53514			True	
ENSCAFT00000065104	ENSCAFP00000045883	1327.0				True	
ENSCAFT00000065104	ENSCAFP00000045883	1327.0	CCDS43175			True	
ENSCAFT00000065105						True	
ENSCAFT00000065105			CCDS6480			True	
ENSCAFT00000065105			CCDS6479			True	
ENSCAFT00000065105			CCDS83348			True	
ENSCAFT00000065106	ENSCAFP00000065430	4552.0	CCDS43775			True	
ENSCAFT00000065106	ENSCAFP00000065430	4552.0	CCDS43771			True	
ENSCAFT00000065106	ENSCAFP00000065430	4552.0	CCDS43772			True	
ENSCAFT00000065106	ENSCAFP00000065430	4552.0	CCDS43769			True	
ENSCAFT00000065106	ENSCAFP00000065430	4552.0	CCDS43773			True	
ENSCAFT00000065106	ENSCAFP00000065430	4552.0	CCDS43774			True	
ENSCAFT00000065106	ENSCAFP00000065430	4552.0	CCDS43770			True	
ENSCAFT00000065106	ENSCAFP00000065430	4552.0				True	
ENSCAFT00000065106	ENSCAFP00000065430	4552.0	CCDS47936			True	
ENSCAFT00000065107			CCDS41606			True	
ENSCAFT00000065107			CCDS41605			True	
ENSCAFT00000065107						True	
ENSCAFT00000065107			CCDS31347			True	
ENSCAFT00000065107			CCDS7746			True	
ENSCAFT00000065108	ENSCAFP00000055645	408.0	CCDS32541			True	
ENSCAFT00000065108	ENSCAFP00000055645	408.0	CCDS56016			True	
ENSCAFT00000065108	ENSCAFP00000055645	408.0				True	
ENSCAFT00000065109	ENSCAFP00000043769	581.0				True	
ENSCAFT00000065109	ENSCAFP00000043769	581.0	CCDS8306			True	
ENSCAFT00000065109	ENSCAFP00000043769	581.0	CCDS8305			True	
ENSCAFT00000065110			CCDS45091			True	
ENSCAFT00000065110			CCDS76665			True	
ENSCAFT00000065110						True	
ENSCAFT00000065110			CCDS73626			True	
ENSCAFT00000065111	ENSCAFP00000061916	515.0				True	
ENSCAFT00000065111	ENSCAFP00000061916	515.0	CCDS10964			True	
ENSCAFT00000065112	ENSCAFP00000056635	1600.0	CCDS5506			True	
ENSCAFT00000065112	ENSCAFP00000056635	1600.0				True	
ENSCAFT00000065113			CCDS77914			True	
ENSCAFT00000065113			CCDS75125			True	
ENSCAFT00000065113						True	
ENSCAFT00000065113			CCDS3501			True	
ENSCAFT00000065114	ENSCAFP00000061605	591.0				True	
ENSCAFT00000065114	ENSCAFP00000061605	591.0	CCDS14175			True	
ENSCAFT00000065115						True	
ENSCAFT00000065116			CCDS7648			True	
ENSCAFT00000065116			CCDS81522			True	
ENSCAFT00000065116						True	
ENSCAFT00000065117	ENSCAFP00000047152	662.0	CCDS58425			True	
ENSCAFT00000065117	ENSCAFP00000047152	662.0				True	
ENSCAFT00000065117	ENSCAFP00000047152	662.0	CCDS45419			True	
ENSCAFT00000065117	ENSCAFP00000047152	662.0	CCDS45420			True	
ENSCAFT00000065118						True	
ENSCAFT00000065119						True	
ENSCAFT00000065120	ENSCAFP00000046173	307.0	CCDS41748			True	
ENSCAFT00000065120	ENSCAFP00000046173	307.0				True	
ENSCAFT00000065121	ENSCAFP00000047065	409.0				True	
ENSCAFT00000065121	ENSCAFP00000047065	409.0	CCDS35054			True	
ENSCAFT00000065122	ENSCAFP00000064369	1419.0				True	
ENSCAFT00000065122	ENSCAFP00000064369	1419.0	CCDS9706			True	
ENSCAFT00000065123			CCDS47858			True	
ENSCAFT00000065123			CCDS47857			True	
ENSCAFT00000065123						True	
ENSCAFT00000065124	ENSCAFP00000062133	1972.0	CCDS41496			True	
ENSCAFT00000065124	ENSCAFP00000062133	1972.0				True	
ENSCAFT00000065124	ENSCAFP00000062133	1972.0	CCDS31165			True	
ENSCAFT00000065124	ENSCAFP00000062133	1972.0	CCDS60502			True	
ENSCAFT00000065124	ENSCAFP00000062133	1972.0	CCDS60501			True	
ENSCAFT00000065124	ENSCAFP00000062133	1972.0	CCDS60505			True	
ENSCAFT00000065124	ENSCAFP00000062133	1972.0	CCDS60504			True	
ENSCAFT00000065125						True	
ENSCAFT00000065125			CCDS56604			True	
ENSCAFT00000065125			CCDS14389			True	
ENSCAFT00000065126	ENSCAFP00000058056	595.0	CCDS44823			True	
ENSCAFT00000065126	ENSCAFP00000058056	595.0	CCDS44824			True	
ENSCAFT00000065126	ENSCAFP00000058056	595.0	CCDS8576			True	
ENSCAFT00000065126	ENSCAFP00000058056	595.0	CCDS44822			True	
ENSCAFT00000065126	ENSCAFP00000058056	595.0	CCDS73433			True	
ENSCAFT00000065126	ENSCAFP00000058056	595.0				True	
ENSCAFT00000065127						True	
ENSCAFT00000065128						True	
ENSCAFT00000065129	ENSCAFP00000061716	349.0				True	
ENSCAFT00000065129	ENSCAFP00000061716	349.0				True	
ENSCAFT00000065129	ENSCAFP00000061716	349.0	CCDS3277			True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0				True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0	CCDS45609			True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0	CCDS5475			True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0				True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0	CCDS59507			True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0				True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0				True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0				True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0				True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0				True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0	CCDS78241			True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0	CCDS47658			True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0				True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0				True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0	CCDS87513			True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0				True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0	CCDS34716			True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0				True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0				True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0				True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0				True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0				True	
ENSCAFT00000065130	ENSCAFP00000063112	273.0	CCDS78265			True	
ENSCAFT00000065131						True	
ENSCAFT00000065131			CCDS34725			True	
ENSCAFT00000065132	ENSCAFP00000056774	422.0	CCDS3612			True	
ENSCAFT00000065132	ENSCAFP00000056774	422.0	CCDS34026			True	
ENSCAFT00000065132	ENSCAFP00000056774	422.0	CCDS87242			True	
ENSCAFT00000065132	ENSCAFP00000056774	422.0	CCDS87243			True	
ENSCAFT00000065132	ENSCAFP00000056774	422.0				True	
ENSCAFT00000065132	ENSCAFP00000056774	422.0	CCDS43247			True	
ENSCAFT00000065132	ENSCAFP00000056774	422.0	CCDS87241			True	
ENSCAFT00000065133	ENSCAFP00000059466	579.0				True	
ENSCAFT00000065133	ENSCAFP00000059466	579.0	CCDS73153			True	
ENSCAFT00000065133	ENSCAFP00000059466	579.0	CCDS7338			True	
ENSCAFT00000065133	ENSCAFP00000059466	579.0	CCDS7336			True	
ENSCAFT00000065133	ENSCAFP00000059466	579.0	CCDS7337			True	
ENSCAFT00000065134	ENSCAFP00000046406	895.0	CCDS33488			True	
ENSCAFT00000065134	ENSCAFP00000046406	895.0	CCDS68157			True	
ENSCAFT00000065134	ENSCAFP00000046406	895.0	CCDS68156			True	
ENSCAFT00000065134	ENSCAFP00000046406	895.0	CCDS46614			True	
ENSCAFT00000065134	ENSCAFP00000046406	895.0	CCDS13437			True	
ENSCAFT00000065134	ENSCAFP00000046406	895.0				True	
ENSCAFT00000065135						True	
ENSCAFT00000065136						True	
ENSCAFT00000065137			CCDS35217			True	
ENSCAFT00000065138						True	
ENSCAFT00000065139	ENSCAFP00000055736	431.0				True	
ENSCAFT00000065140	ENSCAFP00000059936	552.0				True	
ENSCAFT00000065140	ENSCAFP00000059936	552.0	CCDS73739			True	
ENSCAFT00000065140	ENSCAFP00000059936	552.0	CCDS10196			True	
ENSCAFT00000065141						True	
ENSCAFT00000065142			CCDS3042			True	
ENSCAFT00000065142						True	
ENSCAFT00000065142			CCDS46899			True	
ENSCAFT00000065143	ENSCAFP00000045431	193.0				True	
ENSCAFT00000065144	ENSCAFP00000044718	121.0				True	
ENSCAFT00000065144	ENSCAFP00000044718	121.0	CCDS47450			True	
ENSCAFT00000065144	ENSCAFP00000044718	121.0	CCDS43480			True	
ENSCAFT00000065144	ENSCAFP00000044718	121.0				True	
ENSCAFT00000065144	ENSCAFP00000044718	121.0	CCDS59027			True	
ENSCAFT00000065144	ENSCAFP00000044718	121.0				True	
ENSCAFT00000065145						True	
ENSCAFT00000065146	ENSCAFP00000064899	315.0	CCDS56272			True	
ENSCAFT00000065146	ENSCAFP00000064899	315.0	CCDS3009			True	
ENSCAFT00000065146	ENSCAFP00000064899	315.0	CCDS74991			True	
ENSCAFT00000065146	ENSCAFP00000064899	315.0	CCDS56273			True	
ENSCAFT00000065146	ENSCAFP00000064899	315.0				True	
ENSCAFT00000065146	ENSCAFP00000064899	315.0	CCDS43138			True	
ENSCAFT00000065147	ENSCAFP00000043459	273.0	CCDS75759			True	
ENSCAFT00000065147	ENSCAFP00000043459	273.0	CCDS47879			True	
ENSCAFT00000065147	ENSCAFP00000043459	273.0	CCDS34912			True	
ENSCAFT00000065147	ENSCAFP00000043459	273.0	CCDS75758			True	
ENSCAFT00000065147	ENSCAFP00000043459	273.0	CCDS75757			True	
ENSCAFT00000065147	ENSCAFP00000043459	273.0				True	
ENSCAFT00000065147	ENSCAFP00000043459	273.0	CCDS55249			True	
ENSCAFT00000065148						True	
ENSCAFT00000065149	ENSCAFP00000061633	53.0	CCDS34244			True	
ENSCAFT00000065150						True	
ENSCAFT00000065151						True	
ENSCAFT00000065152						True	
ENSCAFT00000065153						True	
ENSCAFT00000065153			CCDS33875			True	
ENSCAFT00000065153			CCDS82856			True	
ENSCAFT00000065154	ENSCAFP00000045875	1116.0	CCDS55671			True	
ENSCAFT00000065154	ENSCAFP00000045875	1116.0				True	
ENSCAFT00000065154	ENSCAFP00000045875	1116.0	CCDS41451			True	
ENSCAFT00000065155	ENSCAFP00000051618	412.0	CCDS82158			True	
ENSCAFT00000065155	ENSCAFP00000051618	412.0				True	
ENSCAFT00000065155	ENSCAFP00000051618	412.0	CCDS11573			True	
ENSCAFT00000065156						True	
ENSCAFT00000065157	ENSCAFP00000046973	2797.0	CCDS2775			True	
ENSCAFT00000065157	ENSCAFP00000046973	2797.0				True	
ENSCAFT00000065158	ENSCAFP00000046495	526.0				True	
ENSCAFT00000065158	ENSCAFP00000046495	526.0	CCDS67050			True	
ENSCAFT00000065158	ENSCAFP00000046495	526.0	CCDS10820			True	
ENSCAFT00000065158	ENSCAFP00000046495	526.0	CCDS42171			True	
ENSCAFT00000065158	ENSCAFP00000046495	526.0	CCDS42172			True	
ENSCAFT00000065159						True	
ENSCAFT00000065159			CCDS1446			True	
ENSCAFT00000065160	ENSCAFP00000047423	1163.0	CCDS58578			True	
ENSCAFT00000065160	ENSCAFP00000047423	1163.0	CCDS58577			True	
ENSCAFT00000065160	ENSCAFP00000047423	1163.0	CCDS11577			True	
ENSCAFT00000065160	ENSCAFP00000047423	1163.0	CCDS45740			True	
ENSCAFT00000065160	ENSCAFP00000047423	1163.0				True	
ENSCAFT00000065161						True	
ENSCAFT00000065162						True	
ENSCAFT00000065163						True	
ENSCAFT00000065164	ENSCAFP00000053751	907.0				True	
ENSCAFT00000065164	ENSCAFP00000053751	907.0	CCDS73599			True	
ENSCAFT00000065164	ENSCAFP00000053751	907.0	CCDS66584			True	
ENSCAFT00000065164	ENSCAFP00000053751	907.0	CCDS9525			True	
ENSCAFT00000065165						True	
ENSCAFT00000065165			CCDS31859			True	
ENSCAFT00000065166						True	
ENSCAFT00000065167	ENSCAFP00000065009	852.0				True	
ENSCAFT00000065167	ENSCAFP00000065009	852.0	CCDS43554			True	
ENSCAFT00000065168			CCDS12204			True	
ENSCAFT00000065168			CCDS12203			True	
ENSCAFT00000065168						True	
ENSCAFT00000065169			CCDS46479			True	
ENSCAFT00000065169						True	
ENSCAFT00000065169			CCDS33356			True	
ENSCAFT00000065169			CCDS82550			True	
ENSCAFT00000065170	ENSCAFP00000060062	392.0	CCDS77874			True	
ENSCAFT00000065170	ENSCAFP00000060062	392.0	CCDS43188			True	
ENSCAFT00000065170	ENSCAFP00000060062	392.0				True	
ENSCAFT00000065171	ENSCAFP00000065868	1219.0				True	
ENSCAFT00000065171	ENSCAFP00000065868	1219.0	CCDS43744			True	
ENSCAFT00000065171	ENSCAFP00000065868	1219.0	CCDS78344			True	
ENSCAFT00000065172	ENSCAFP00000066503	496.0				True	
ENSCAFT00000065172	ENSCAFP00000066503	496.0	CCDS3203			True	
ENSCAFT00000065173						True	
ENSCAFT00000065174	ENSCAFP00000046905	642.0	CCDS8241			True	
ENSCAFT00000065174	ENSCAFP00000046905	642.0				True	
ENSCAFT00000065175	ENSCAFP00000050049	207.0	CCDS64965			True	
ENSCAFT00000065175	ENSCAFP00000050049	207.0				True	
ENSCAFT00000065175	ENSCAFP00000050049	207.0	CCDS6344			True	
ENSCAFT00000065176						True	
ENSCAFT00000065177			CCDS56124			True	
ENSCAFT00000065177			CCDS1930			True	
ENSCAFT00000065177						True	
ENSCAFT00000065178						True	
ENSCAFT00000065179						True	
ENSCAFT00000065180						True	
ENSCAFT00000065181						True	
ENSCAFT00000065182	ENSCAFP00000066631	810.0	CCDS46960			True	
ENSCAFT00000065182	ENSCAFP00000066631	810.0				True	
ENSCAFT00000065183	ENSCAFP00000050791	175.0				True	
ENSCAFT00000065184						True	
ENSCAFT00000065184			CCDS10729			True	
ENSCAFT00000065184			CCDS42161			True	
ENSCAFT00000065185	ENSCAFP00000047061	61.0				True	
ENSCAFT00000065185	ENSCAFP00000047061	61.0	CCDS54324			True	
ENSCAFT00000065185	ENSCAFP00000047061	61.0	CCDS46209			True	
ENSCAFT00000065185	ENSCAFP00000047061	61.0				True	
ENSCAFT00000065186	ENSCAFP00000058430	788.0	CCDS47513			True	
ENSCAFT00000065186	ENSCAFP00000058430	788.0				True	
ENSCAFT00000065187						True	
ENSCAFT00000065188						True	
ENSCAFT00000065189			CCDS33969			True	
ENSCAFT00000065189			CCDS3437			True	
ENSCAFT00000065189						True	
ENSCAFT00000065189			CCDS87214			True	
ENSCAFT00000065189			CCDS43219			True	
ENSCAFT00000065190						True	
ENSCAFT00000065191	ENSCAFP00000066326	308.0	CCDS55292			True	
ENSCAFT00000065191	ENSCAFP00000066326	308.0	CCDS55291			True	
ENSCAFT00000065191	ENSCAFP00000066326	308.0				True	
ENSCAFT00000065191	ENSCAFP00000066326	308.0	CCDS6474			True	
ENSCAFT00000065191	ENSCAFP00000066326	308.0	CCDS65007			True	
ENSCAFT00000065192			CCDS32449			True	
ENSCAFT00000065192						True	
ENSCAFT00000065193						True	
ENSCAFT00000065193			CCDS2048			True	
ENSCAFT00000065194						True	
ENSCAFT00000065195			CCDS14124			True	
ENSCAFT00000065196						True	
ENSCAFT00000065196			CCDS6588			True	
ENSCAFT00000065197	ENSCAFP00000064856	999.0	CCDS82629			True	
ENSCAFT00000065197	ENSCAFP00000064856	999.0				True	
ENSCAFT00000065197	ENSCAFP00000064856	999.0	CCDS13438			True	
ENSCAFT00000065198						True	
ENSCAFT00000065198			CCDS44093			True	
ENSCAFT00000065198			CCDS44094			True	
ENSCAFT00000065198			CCDS309			True	
ENSCAFT00000065198			CCDS44095			True	
ENSCAFT00000065198			CCDS44092			True	
ENSCAFT00000065199	ENSCAFP00000044106	513.0				True	
ENSCAFT00000065199	ENSCAFP00000044106	513.0	CCDS81512			True	
ENSCAFT00000065199	ENSCAFP00000044106	513.0	CCDS7602			True	
ENSCAFT00000065200	ENSCAFP00000043389	442.0				True	
ENSCAFT00000065200	ENSCAFP00000043389	442.0	CCDS4934			True	
ENSCAFT00000065201	ENSCAFP00000050042	251.0	CCDS4643			True	
ENSCAFT00000065202	ENSCAFP00000053031	241.0				True	
ENSCAFT00000065202	ENSCAFP00000053031	241.0	CCDS33819			True	
ENSCAFT00000065202	ENSCAFP00000053031	241.0	CCDS43130			True	
ENSCAFT00000065203						True	
ENSCAFT00000065203			CCDS2266			True	
ENSCAFT00000065204						True	
ENSCAFT00000065205			CCDS34528			True	
ENSCAFT00000065205			CCDS75514			True	
ENSCAFT00000065205			CCDS43502			True	
ENSCAFT00000065205						True	
ENSCAFT00000065205			CCDS75513			True	
ENSCAFT00000065205			CCDS34527			True	
ENSCAFT00000065205			CCDS5130			True	
ENSCAFT00000065205			CCDS83122			True	
ENSCAFT00000065206	ENSCAFP00000052827	158.0	CCDS67144			True	
ENSCAFT00000065206	ENSCAFP00000052827	158.0	CCDS67143			True	
ENSCAFT00000065206	ENSCAFP00000052827	158.0				True	
ENSCAFT00000065206	ENSCAFP00000052827	158.0	CCDS42250			True	
ENSCAFT00000065207	ENSCAFP00000063866	284.0				True	
ENSCAFT00000065207	ENSCAFP00000063866	284.0	CCDS5695			True	
ENSCAFT00000065208	ENSCAFP00000057915	714.0	CCDS56060			True	
ENSCAFT00000065208	ENSCAFP00000057915	714.0	CCDS56062			True	
ENSCAFT00000065208	ENSCAFP00000057915	714.0	CCDS59313			True	
ENSCAFT00000065208	ENSCAFP00000057915	714.0	CCDS56061			True	
ENSCAFT00000065208	ENSCAFP00000057915	714.0	CCDS45848			True	
ENSCAFT00000065208	ENSCAFP00000057915	714.0	CCDS11909			True	
ENSCAFT00000065208	ENSCAFP00000057915	714.0	CCDS59312			True	
ENSCAFT00000065208	ENSCAFP00000057915	714.0				True	
ENSCAFT00000065208	ENSCAFP00000057915	714.0	CCDS56063			True	
ENSCAFT00000065208	ENSCAFP00000057915	714.0	CCDS59310			True	
ENSCAFT00000065208	ENSCAFP00000057915	714.0	CCDS59314			True	
ENSCAFT00000065208	ENSCAFP00000057915	714.0	CCDS42426			True	
ENSCAFT00000065208	ENSCAFP00000057915	714.0	CCDS11908			True	
ENSCAFT00000065208	ENSCAFP00000057915	714.0	CCDS59309			True	
ENSCAFT00000065208	ENSCAFP00000057915	714.0	CCDS59311			True	
ENSCAFT00000065209						True	
ENSCAFT00000065210						True	
ENSCAFT00000065211	ENSCAFP00000059301	419.0	CCDS14364			True	
ENSCAFT00000065211	ENSCAFP00000059301	419.0				True	
ENSCAFT00000065211	ENSCAFP00000059301	419.0	CCDS65273			True	
ENSCAFT00000065212	ENSCAFP00000063414	428.0	CCDS10263			True	
ENSCAFT00000065212	ENSCAFP00000063414	428.0				True	
ENSCAFT00000065213	ENSCAFP00000045329	514.0	CCDS5000			True	
ENSCAFT00000065213	ENSCAFP00000045329	514.0				True	
ENSCAFT00000065214	ENSCAFP00000056281	652.0	CCDS53789			True	
ENSCAFT00000065214	ENSCAFP00000056281	652.0	CCDS81690			True	
ENSCAFT00000065214	ENSCAFP00000056281	652.0				True	
ENSCAFT00000065214	ENSCAFP00000056281	652.0	CCDS41782			True	
ENSCAFT00000065214	ENSCAFP00000056281	652.0	CCDS44880			True	
ENSCAFT00000065214	ENSCAFP00000056281	652.0	CCDS44879			True	
ENSCAFT00000065214	ENSCAFP00000056281	652.0	CCDS86300			True	
ENSCAFT00000065214	ENSCAFP00000056281	652.0	CCDS53790			True	
ENSCAFT00000065215	ENSCAFP00000062701	526.0				True	
ENSCAFT00000065215	ENSCAFP00000062701	526.0	CCDS55495			True	
ENSCAFT00000065215	ENSCAFP00000062701	526.0	CCDS55496			True	
ENSCAFT00000065215	ENSCAFP00000062701	526.0	CCDS14638			True	
ENSCAFT00000065216						True	
ENSCAFT00000065217						True	
ENSCAFT00000065218						True	
ENSCAFT00000065218			CCDS31614			True	
ENSCAFT00000065219						True	
ENSCAFT00000065220						True	
ENSCAFT00000065221						True	
ENSCAFT00000065222	ENSCAFP00000048307	553.0	CCDS13548			True	
ENSCAFT00000065223	ENSCAFP00000066462	525.0				True	
ENSCAFT00000065223	ENSCAFP00000066462	525.0	CCDS1382			True	
ENSCAFT00000065224						True	
ENSCAFT00000065224			CCDS425			True	
ENSCAFT00000065224			CCDS41305			True	
ENSCAFT00000065225						True	
ENSCAFT00000065225			CCDS34902			True	
ENSCAFT00000065226			CCDS4960			True	
ENSCAFT00000065226						True	
ENSCAFT00000065226			CCDS59026			True	
ENSCAFT00000065226			CCDS43477			True	
ENSCAFT00000065227						True	
ENSCAFT00000065227			CCDS2613			True	
ENSCAFT00000065227			CCDS68348			True	
ENSCAFT00000065227			CCDS68347			True	
ENSCAFT00000065228						True	
ENSCAFT00000065229						True	
ENSCAFT00000065230	ENSCAFP00000045277	431.0				True	
ENSCAFT00000065230	ENSCAFP00000045277	431.0	CCDS11728			True	
ENSCAFT00000065231	ENSCAFP00000064580	1136.0	CCDS47499			True	
ENSCAFT00000065231	ENSCAFP00000064580	1136.0	CCDS5211			True	
ENSCAFT00000065231	ENSCAFP00000064580	1136.0				True	
ENSCAFT00000065232						True	
ENSCAFT00000065233						True	
ENSCAFT00000065234						True	
ENSCAFT00000065235	ENSCAFP00000059558	808.0				True	
ENSCAFT00000065235	ENSCAFP00000059558	808.0	CCDS7033			True	
ENSCAFT00000065236			CCDS55226			True	
ENSCAFT00000065236			CCDS34887			True	
ENSCAFT00000065236						True	
ENSCAFT00000065237	ENSCAFP00000051246	461.0	CCDS3608			True	
ENSCAFT00000065237	ENSCAFP00000051246	461.0				True	
ENSCAFT00000065238						True	
ENSCAFT00000065238			CCDS53936			True	
ENSCAFT00000065238			CCDS81868			True	
ENSCAFT00000065238			CCDS32214			True	
ENSCAFT00000065239						True	
ENSCAFT00000065240						True	
ENSCAFT00000065240			CCDS8579			True	
ENSCAFT00000065241						True	
ENSCAFT00000065242	ENSCAFP00000047001	283.0	CCDS122			True	
ENSCAFT00000065242	ENSCAFP00000047001	283.0				True	
ENSCAFT00000065243	ENSCAFP00000065397	1439.0				True	
ENSCAFT00000065244						True	
ENSCAFT00000065245						True	
ENSCAFT00000065246	ENSCAFP00000048801	1020.0	CCDS66564			True	
ENSCAFT00000065246	ENSCAFP00000048801	1020.0	CCDS66563			True	
ENSCAFT00000065246	ENSCAFP00000048801	1020.0				True	
ENSCAFT00000065246	ENSCAFP00000048801	1020.0	CCDS41901			True	
ENSCAFT00000065247	ENSCAFP00000045687	663.0				True	
ENSCAFT00000065247	ENSCAFP00000045687	663.0	CCDS33984			True	
ENSCAFT00000065248	ENSCAFP00000053033	348.0	CCDS55653			True	
ENSCAFT00000065248	ENSCAFP00000053033	348.0	CCDS1246			True	
ENSCAFT00000065248	ENSCAFP00000053033	348.0				True	
ENSCAFT00000065248	ENSCAFP00000053033	348.0	CCDS55654			True	
ENSCAFT00000065249						True	
ENSCAFT00000065250						True	
ENSCAFT00000065251						True	
ENSCAFT00000065252	ENSCAFP00000059527	157.0				True	
ENSCAFT00000065253	ENSCAFP00000044567	173.0	CCDS81625			True	
ENSCAFT00000065253	ENSCAFP00000044567	173.0	CCDS8350			True	
ENSCAFT00000065253	ENSCAFP00000044567	173.0				True	
ENSCAFT00000065254	ENSCAFP00000051781	500.0	CCDS608			True	
ENSCAFT00000065254	ENSCAFP00000051781	500.0				True	
ENSCAFT00000065255						True	
ENSCAFT00000065256	ENSCAFP00000048733	813.0	CCDS74511			True	
ENSCAFT00000065256	ENSCAFP00000048733	813.0	CCDS74510			True	
ENSCAFT00000065256	ENSCAFP00000048733	813.0				True	
ENSCAFT00000065256	ENSCAFP00000048733	813.0	CCDS33193			True	
ENSCAFT00000065257	ENSCAFP00000043469	768.0				True	
ENSCAFT00000065257	ENSCAFP00000043469	768.0	CCDS11426			True	
ENSCAFT00000065257	ENSCAFP00000043469	768.0	CCDS45684			True	
ENSCAFT00000065257	ENSCAFP00000043469	768.0	CCDS45683			True	
ENSCAFT00000065258	ENSCAFP00000056434	611.0	CCDS7612			True	
ENSCAFT00000065258	ENSCAFP00000056434	611.0				True	
ENSCAFT00000065259						True	
ENSCAFT00000065260						True	
