enst_id	ensp_id	uniprot_protein_length	Final_mapping_uniprot_id	Gene_Symbol
ENSCAFT00000012423	ENSCAFP00000011512	291	Q9TTI7	PIT1
ENSCAFT00000049808	ENSCAFP00000039807	422	Q9TTQ9	GPR83
ENSCAFT00000049808	ENSCAFP00000039807	422	Q9TTQ9	GIR
		426	Q9TTW3	TEKT1
ENSCAFT00000109291		220	Q9TTY1	TIMP2
		338	Q9TUB3	FOSB
		101	Q9TV56	S100A4
		101	Q9TV56	MTS1
		873	Q9XSR1	ZNF252
		873	Q9XSR1	BC3
ENSCAFT00040032935		592	Q9XSR3	RBM47
ENSCAFT00040032935		592	Q9XSR3	BC61
		203	Q9XSU0	RPL13A
		158	Q9XSU4	RPS11
		136	Q9XSU7	RPL27
		136	Q9XSU7	B173
ENSCAFT00000000930	ENSCAFP00000000849	128	Q9XSV5	LY6G5C
ENSCAFT00000000930	ENSCAFP00000000849	128	Q9XSV5	CE8
		120	Q9XSW8	CGA
ENSCAFT00000109058		150	Q9XT54	PDE6D
ENSCAFT00030015158		220	Q9XT60	SRY
ENSCAFT00030015158		220	Q9XT60	TDF
		175	Q9ZZ56	MT-ND6
		175	Q9ZZ56	MTND6
		175	Q9ZZ56	NADH6
		175	Q9ZZ56	ND6
		606	Q9ZZ57	MT-ND5
		606	Q9ZZ57	MTND5
		606	Q9ZZ57	NADH5
		606	Q9ZZ57	ND5
		459	Q9ZZ58	MT-ND4
		459	Q9ZZ58	MTND4
		459	Q9ZZ58	NADH4
		459	Q9ZZ58	ND4
		98	Q9ZZ59	MT-ND4L
		98	Q9ZZ59	MTND4L
		98	Q9ZZ59	NADH4L
		98	Q9ZZ59	ND4L
		115	Q9ZZ60	MT-ND3
		115	Q9ZZ60	MTND3
		115	Q9ZZ60	NADH3
		115	Q9ZZ60	ND3
		261	Q9ZZ61	MT-CO3
		261	Q9ZZ61	COIII
		261	Q9ZZ61	COXIII
		261	Q9ZZ61	MTCO3
		226	Q9ZZ62	MT-ATP6
		226	Q9ZZ62	ATP6
		226	Q9ZZ62	ATPASE6
		226	Q9ZZ62	MTATP6
		67	Q9ZZ63	MT-ATP8
		67	Q9ZZ63	ATP8
		67	Q9ZZ63	ATPASE8
		67	Q9ZZ63	MTATP8
		347	Q9ZZ65	MT-ND2
		347	Q9ZZ65	MTND2
		347	Q9ZZ65	NADH2
		347	Q9ZZ65	ND2
ENSCAFT00000005456	ENSCAFP00000005055	421	A0M8U6	TES
		286	A0M8V0	CAPZA2
ENSCAFT00000021531	ENSCAFP00000019994	175	A3RLE1	CRYGB
ENSCAFT00000043262	ENSCAFP00000037656	174	A3RLE2	CRYGC
ENSCAFT00000049851	ENSCAFP00000038465	694	A4Z944	ZBED5
		1948	A8C750	THADA
ENSCAFT00030001028		106	D0VWQ4	Rpl36a
ENSCAFT00030001028		106	D0VWQ4	Rpl44
ENSCAFT00000018666	ENSCAFP00000017291	140	E2QV03	TRAPPC2
		306	E2QXH7	HORMAD2
ENSCAFT00000004067	ENSCAFP00000003759	181	E2R0A5	TMEM190
ENSCAFT00000078445	ENSCAFP00000057266	135	E2RKA8	RPL32
ENSCAFT00000032052	ENSCAFP00000029847	165	E2RR58	RPL12
		905	O71025	Segment-3
		905	O71025	L3
		504	O71026	Segment-6
		504	O71026	M6
		133	O72121	ORF3
		92	P03514	N
		335	P06943	M
		44	P07577	SH
		392	P11208	P/V
		24	P12800	FGG
		103	P14268	IX
		377	P16629	M
		42	P19341	B2M
		22	P19863	MLN
		543	P22230	L5
		71	P22231	L4
		1060	P32553	Segment-2
		1060	P32553	L2
		217	P33885	Segment-10
		18	P35985	L3
		33	P35987	L2
		101	P36301	7a
		82	P36696	E
		82	P36696	sM
		168	P36697	rep
		168	P36697	1a-1b
		11	P49820	NDUFV2
		13	P54712	SOD2
		12	P54713	NDUFA10
		14	P54835	TUFM
		20	P61900	COX6A2
		20	P61902	COX6A1
		10	P61904	COX8B
		10	P61904	COX8H
		10	P61905	COX8A
ENSCAFT00000018114	ENSCAFP00000016776	3469	P62286	ASPM
		36	P68004	PYY
		477	P68946	L2
		477	P68947	L2
		103	P68968	IX
		103	P68969	IX
		389	P68972	L1
		68	P68974	PX
		68	P68975	PX
		33	P82008	SEC63
		33	P82008	DNAJC23
		33	P82008	SEC63L
		39	P82009	SEC62
		39	P82009	TLOC1
		11	P99501	COX5A
		101	Q04703	7a
ENSCAFT00845012846		574	Q1ZZS1	LGSN
ENSCAFT00845012846		574	Q1ZZS1	GLULD1
ENSCAFT00845012846		574	Q1ZZS1	LGS
		231	Q2XNS1	RNF141
ENSCAFT00000108341		82	Q30KT5	DEFB119
ENSCAFT00000108341		82	Q30KT5	CBD119
		62	Q30KU3	DEFB110
		62	Q30KU3	CBD110
		562	Q32KH8	ARSH
ENSCAFT00000027169	ENSCAFP00000025269	223	Q4TUC0	RTBDN
		99	Q52MQ7	KRTDAP
		99	Q52MQ7	KDAP
		780	Q5TJE5	RGL2
		780	Q5TJE5	RAB2L
ENSCAFT00030024261		612	Q5TJE7	WDR46
ENSCAFT00030024261		612	Q5TJE7	C12H6orf11
ENSCAFT00030044144		445	Q5XNS0	TBX19
		218	Q64903	Segment-10
		217	Q64904	Segment-10
		218	Q64905	Segment-10
		369	Q64909	S9
		217	Q64912	Segment-10
		218	Q64914	Segment-10
		217	Q64917	Segment-10
		217	Q64919	Segment-10
		542	Q65914	L5
		421	Q65952	L2
		543	Q65961	L5
		490	Q6JLC9	ZNF331
ENSCAFT00000005230	ENSCAFP00000004841	351	Q6Q308	PLEK
ENSCAFT00000013567	ENSCAFP00000012554	127	Q75V93	CRSP2
		101	Q7T6S7	7a
		82	Q7T6T0	E
		82	Q7T6T0	sM
		250	Q7T6T1	3b
		129	Q863J2	TFF2
		81	Q863T4	TFF1
		1057	Q89508	Segment-2
		1057	Q89508	L2
		503	Q89828	L1
		295	Q8HYV8	ASB17
		576	Q8QVL6	ORF1
		505	Q96597	Segment-6
		505	Q96597	M6
		421	Q96685	L2
		543	Q96689	L5
		50	Q9GL23	APAF1
		29	Q9TR29	COX7A2
		29	Q9TR29	COX7AL
		23	Q9TRZ8	COX7A1
		23	Q9TRZ8	COX7AH
ENSCAFT00000028311	ENSCAFP00000026329	68	Q9TT99	ATOX1
ENSCAFT00000021556	ENSCAFP00000020016	378	Q9TTY4	MAGEB10
ENSCAFT00000014504	ENSCAFP00000013416	62	Q9TUI5	MT4
		140	Q9XSU3	RPL23
		140	Q9XSU3	V2.86
ENSCAFT00000085864	ENSCAFP00000049095	92	E2R5I0	SMIM12
		174	P06941	P/V/C
		148	P0C5H0	GLOD5
		213	P36302	7b
		31	P36695	3b
		548	Q03068	Segment-5
		213	Q04704	7b
		71	Q65982	3a
		71	Q65983	3x
		213	Q7T6S6	7b
		71	Q7T6T2	3a
		118	Q84240	E4
		548	Q85967	Segment-5
ENSCAFT00030025557		213	Q861Y6	NICN1
		101	Q8QVL7	ORF1
		243	Q8QVL8	ORF1
